from,amount,to
340,"$5,612.10",222

33,"$1,314.75",219

160,"$1,885.76",149

225,"$1,083.08",181

487,"$1,712.80",434

338,"$7,644.55",436

163,$649.54,255

109,$784.82,329

418,"$3,997.79",259

69,$512.16,363

116,$748.88,171

67,"$2,185.14",350

371,"$1,272.10",323

340,"$24,750.86",17

422,"$1,532.42",109

315,"$3,893.93",264

355,$199.59,385

241,$836.48,262

149,$705.58,254

119,$934.86,229

496,$438.90,352

241,"$2,695.06",218

253,"$1,988.44",308

382,$936.88,82

362,"$1,566.68",161

316,$996.65,394

293,$963.47,356

206,$612.77,228

144,"$4,548.27",323

403,"$4,747.73",130

325,$878.77,413

22,"$2,285.62",77

490,$413.02,104

153,$491.52,451

55,$478.59,210

464,$201.17,465

262,"$1,351.27",432

478,"$2,829.90",122

333,$97.56,218

459,"$1,637.97",161

372,$929.02,92

57,$524.88,190

488,$268.44,352

321,"$2,029.56",11

495,"$6,021.71",370

307,"$1,618.40",33

113,$218.13,5

224,$460.39,196

497,$849.26,385

467,$606.20,300

460,"$1,877.82",189

71,"$1,530.42",207

357,"$2,988.87",22

427,$400.49,493

18,"$4,982.88",28

117,"$1,459.34",474

256,"$2,457.37",308

214,$421.15,492

149,"$4,230.44",326

471,$326.60,279

223,$490.84,338

201,$173.25,33

195,$522.24,457

280,"$2,379.95",238

46,"$1,288.34",119

353,"$2,776.18",167

362,$740.87,179

493,"$1,596.23",163

282,"$1,036.85",12

436,"$13,586.75",488

266,$156.19,70

458,"$4,683.14",79

98,$200.76,252

320,$311.21,479

204,$478.86,376

263,$375.04,492

371,$665.20,445

322,"$1,648.49",65

189,$227.58,65

314,"$2,311.59",47

371,"$6,509.63",312

55,$419.50,463

307,$644.37,420

84,"$2,049.67",499

464,$203.88,30

125,$898.45,191

268,"$3,992.54",472

91,"$1,098.89",269

6,"$1,012.14",73

110,$534.81,170

346,"$1,545.76",35

135,"$1,451.67",215

103,$346.63,13

254,"$1,059.71",142

312,$522.42,263

135,$326.44,116

491,"$2,231.46",476

180,"$3,551.99",277

262,"$1,491.33",402

411,"$2,489.63",194

480,"$2,473.43",291

168,"$1,279.20",114

435,$630.48,402

204,$215.13,287

454,$276.56,110

271,"$4,669.32",461

22,"$1,628.65",207

18,$753.88,460

335,$306.30,281

460,$689.33,387

214,$561.07,441

96,"$1,633.90",256

190,"$4,735.61",32

391,$140.11,377

190,"$1,220.23",237

318,$497.29,126

492,"$4,292.41",251

262,$854.16,373

100,$925.87,456

488,$542.30,51

261,"$2,694.03",145

319,$329.46,371

143,$240.92,37

435,$494.50,161

11,"$1,186.27",140

207,"$2,630.47",73

435,$957.79,37

474,"$1,195.23",178

373,"$1,176.79",321

425,"$1,415.23",103

463,"$1,322.20",191

200,"$2,315.40",210

73,"$1,199.81",25

174,"$7,159.57",449

235,"$5,532.90",202

233,$922.09,92

300,$877.01,360

49,$641.01,195

338,"$1,512.77",94

323,$634.96,349

136,$479.77,199

275,$336.35,488

137,"$3,157.53",337

249,$365.88,294

66,$411.37,35

345,$548.53,61

267,$885.97,400

245,$962.30,439

391,$629.69,28

332,"$2,067.39",221

14,$565.92,343

236,"$1,608.86",281

288,"$4,381.46",59

248,"$6,860.88",120

425,"$3,436.54",404

473,$427.98,18

81,"$5,212.90",312

109,$830.77,470

178,"$4,297.11",483

466,$752.36,175

54,"$1,052.68",50

12,$200.15,22

22,$398.23,266

462,$354.70,296

288,$177.77,198

108,"$1,154.72",494

162,$93.77,82

481,$367.96,234

421,$222.07,341

469,"$1,256.43",471

274,"$1,708.90",105

147,$992.11,445

387,$973.88,194

245,$830.36,214

102,"$1,902.40",344

104,$669.16,236

303,$887.20,297

427,"$1,863.87",487

147,$341.78,200

303,"$3,100.32",13

104,$460.96,255

330,"$1,302.10",32

426,$784.80,431

209,"$1,122.57",112

414,$743.46,357

396,"$1,630.78",396

496,"$1,079.18",449

312,"$4,720.30",297

132,$404.85,352

78,$465.60,390

135,"$8,607.06",63

352,"$1,216.71",452

155,"$3,364.38",303

427,$796.51,417

370,"$14,045.42",41

1,"$3,339.90",398

302,$403.43,399

453,$981.03,172

313,"$1,218.08",292

79,$558.28,14

234,$581.49,51

114,$947.80,264

353,"$3,902.96",188

354,"$5,955.58",7

14,"$1,149.69",77

24,"$1,455.00",268

404,$220.69,196

273,$484.64,190

444,$279.70,121

178,"$4,733.45",226

166,$731.63,234

361,$929.66,178

96,"$1,760.86",338

297,$651.43,500

24,"$1,052.48",267

122,$334.61,22

153,$881.44,135

123,"$7,966.45",132

199,$491.26,221

416,$756.71,492

202,"$1,582.02",452

74,$812.31,73

177,$694.43,44

16,"$2,147.75",126

193,$212.80,37

167,"$1,000.06",487

352,$140.30,379

188,"$1,846.23",345

404,"$1,148.08",205

353,$757.37,51

73,$681.06,154

230,"$1,697.67",262

462,$286.52,308

327,$953.44,146

207,$199.34,437

212,$282.06,72

350,"$2,372.75",185

325,$956.67,280

109,$677.64,37

161,"$9,368.70",411

329,"$1,619.05",243

489,$204.04,63

498,"$2,098.23",371

229,"$1,094.78",487

477,$642.89,188

213,"$1,104.44",480

162,$553.85,200

194,"$1,255.15",351

479,"$4,127.21",436

130,"$3,936.97",96

133,$815.60,147

346,$560.07,324

37,$912.25,44

328,"$1,988.45",287

420,$400.81,409

314,"$1,561.30",128

479,$238.48,436

284,$191.08,462

278,$123.49,64

341,$844.59,159

451,$348.58,227

349,$118.51,498

492,"$1,484.21",98

235,"$2,902.31",208

11,$553.07,213

224,"$2,745.35",498

245,$244.08,152

126,"$5,518.62",97

139,"$1,097.06",156

365,$313.09,423

86,$208.90,338

115,"$3,497.55",213

84,"$6,165.58",225

41,"$1,073.96",190

112,"$4,952.40",452

438,"$1,397.14",269

404,"$1,765.82",496

308,$306.62,350

448,$452.39,269

45,$434.73,127

156,"$2,248.68",460

381,"$1,846.03",82

137,$277.73,359

286,"$1,531.43",302

40,"$1,383.98",366

69,$859.73,81

161,$237.29,123

221,"$2,376.57",277

348,$751.57,21

9,"$1,095.81",92

239,$383.95,479

344,$261.30,196

238,$625.12,352

182,"$1,214.50",250

324,"$6,116.10",232

239,$948.35,11

449,$174.95,406

8,"$5,172.40",6

377,$680.15,458

244,$645.50,292

454,$356.23,205

369,"$1,000.25",325

306,$460.89,195

89,"$2,514.57",337

39,"$2,314.11",98

285,$227.96,104

210,$223.44,443

375,"$1,142.54",259

180,"$2,198.71",379

235,$182.65,110

21,$560.16,211

295,$555.49,9

301,"$6,745.97",46

459,"$3,196.14",462

468,$383.54,381

470,"$1,601.42",482

421,$259.95,108

303,$594.35,441

275,"$1,271.52",387

69,"$1,150.09",248

499,"$1,892.39",282

152,$138.85,218

181,$972.00,418

431,"$2,441.29",80

12,"$3,145.71",400

63,"$1,021.47",259

318,$644.65,55

122,$694.69,291

373,"$2,068.97",50

498,$807.01,140

190,$295.19,478

415,"$1,130.21",132

416,$136.82,113

186,$103.28,194

35,$866.76,387

79,"$3,216.26",36

318,$406.41,367

211,$473.37,264

33,"$1,002.25",212

184,"$5,775.34",231

182,$503.90,392

472,$809.44,399

172,$109.61,257

118,$96.64,107

322,"$2,114.66",150

328,"$1,976.04",290

383,"$6,198.39",152

162,$760.96,69

358,"$1,340.77",172

92,"$3,447.51",115

314,"$1,348.37",184

51,$740.10,330

173,$535.34,121

207,$390.29,287

116,$399.90,92

239,"$1,068.02",342

394,$489.15,27

267,$787.07,55

103,"$4,731.93",138

208,$383.46,421

184,$156.67,375

422,"$1,200.04",169

179,"$1,605.39",10

381,$991.80,342

258,"$3,287.31",169

387,$863.62,144

27,$212.10,393

9,$863.68,450

413,$874.98,40

199,"$1,276.50",310

113,"$3,636.35",270

70,$892.43,385

200,$982.43,359

130,$886.26,315

496,$335.80,242

398,$997.50,144

29,"$1,833.70",344

61,$829.69,346

23,"$1,567.44",484

65,"$1,005.07",330

439,"$3,002.44",345

184,"$2,652.60",278

186,"$1,620.06",437

258,$299.35,77

250,"$1,891.49",146

391,"$1,776.72",1

40,$548.87,385

4,"$3,329.68",124

302,"$1,537.10",109

322,"$7,697.77",11

200,"$1,691.87",103

234,$707.80,168

313,"$1,087.22",299

54,$187.95,208

179,"$1,786.87",274

442,$958.27,193

4,"$24,813.42",135

314,$591.00,410

365,$769.01,376

133,$563.25,402

117,$426.36,265

416,"$2,663.96",412

316,$626.21,203

307,$886.08,140

281,"$4,938.52",85

24,$170.19,276

235,$210.78,60

123,"$3,021.69",431

284,"$1,607.92",74

331,"$1,269.21",217

172,"$1,938.54",81

178,"$5,717.85",384

441,"$4,748.50",407

250,"$1,839.48",381

179,$228.28,59

341,$838.50,175

343,$756.52,406

498,"$1,601.62",436

202,$792.30,29

51,$746.18,32

85,$321.24,410

378,$366.71,494

325,"$1,389.38",358

467,"$1,433.43",466

218,"$3,315.82",323

152,$358.51,388

131,"$2,082.06",114

495,"$2,426.51",344

25,"$3,168.37",367

109,$635.35,403

39,$427.27,215

411,"$4,441.32",63

135,"$1,240.74",477

52,"$1,223.40",176

13,$103.00,227

107,$410.76,385

433,"$6,929.79",480

219,"$1,906.98",322

130,"$1,537.02",480

43,"$2,968.72",238

297,$775.26,423

463,$618.09,86

347,"$5,697.68",275

69,"$2,227.88",367

412,$635.26,219

44,$651.15,473

275,"$1,619.12",67

75,$179.75,217

67,$315.52,138

272,"$1,741.28",173

109,$685.45,240

229,$408.47,77

343,$627.71,368

332,$419.06,286

434,$505.44,96

126,"$1,466.46",426

114,"$1,319.00",197

359,"$1,365.63",161

316,$149.87,163

373,$139.62,23

154,$519.54,226

477,$407.23,221

416,$957.75,190

8,$478.23,413

61,"$3,021.46",482

246,$147.06,362

138,"$9,853.89",179

36,"$5,120.40",427

22,"$5,455.24",207

88,"$1,671.01",154

81,$821.06,67

219,"$1,464.51",157

159,$722.08,316

126,"$5,049.24",48

331,$232.09,264

33,"$2,153.62",325

199,$854.11,303

11,$369.23,271

432,$516.02,124

65,"$5,287.98",391

193,"$1,717.16",379

281,$660.08,402

23,"$1,511.06",338

21,"$1,043.00",374

208,$434.13,32

216,"$1,218.56",377

161,$467.83,2

490,"$1,618.55",302

261,"$3,250.66",343

237,"$1,919.84",61

232,$604.38,175

156,$629.70,202

410,"$5,103.48",313

114,"$1,202.17",320

39,$155.66,326

161,"$12,821.58",295

489,$52.65,159

165,$507.70,274

145,"$1,433.18",414

230,"$1,090.96",424

245,"$1,144.56",43

220,"$1,919.98",379

301,$707.58,320

102,$189.68,119

388,"$2,495.58",406

479,$309.24,144

175,$433.85,32

369,$553.76,184

300,$951.66,74

291,$892.71,108

54,"$5,940.46",113

307,$818.36,68

201,$953.51,284

198,$291.55,32

69,$228.69,217

22,$251.38,340

316,$277.07,130

477,$538.59,27

171,$460.41,130

20,$351.17,461

340,"$2,119.87",271

184,$909.39,118

341,"$1,186.28",167

424,$68.62,46

106,$225.49,339

422,"$1,147.54",210

283,$816.47,270

452,$132.66,247

360,"$1,516.53",200

366,"$1,615.31",373

269,"$1,746.23",135

308,$454.21,24

84,"$2,832.67",358

469,$569.74,92

12,"$1,890.72",247

107,$899.62,69

132,$838.66,197

217,$74.23,183

185,$147.10,3

209,"$2,537.73",497

105,"$1,061.71",414

329,"$8,048.93",167

355,"$2,742.22",199

37,"$2,552.65",58

244,$675.78,77

255,"$1,234.20",346

236,"$13,259.70",316

306,$619.59,124

286,"$2,038.58",369

228,$474.75,148

429,$966.65,436

475,"$1,241.68",187

208,$970.87,195

224,$475.72,59

454,$780.32,365

350,$138.76,149

201,"$2,838.01",490

497,"$1,333.98",77

106,$523.13,64

182,$877.22,487

268,"$1,353.01",295

203,$159.19,20

357,$260.30,301

58,$65.74,326

276,$304.71,78

128,$300.17,455

292,$952.36,79

2,"$2,743.32",110

444,"$2,390.21",217

238,$272.98,241

455,$688.22,85

490,"$6,807.89",325

140,$647.82,301

115,$602.11,369

91,"$1,385.47",413

47,$690.91,462

382,"$3,349.41",64

125,"$2,642.12",426

194,$432.16,41

474,"$1,803.52",96

60,"$1,363.40",41

482,"$1,234.77",129

220,"$6,333.15",58

241,$369.42,158

201,"$2,224.87",393

191,$499.24,253

299,"$1,194.90",198

74,$860.48,45

260,$132.23,28

78,$954.44,379

239,$829.79,92

414,$207.73,55

432,$538.46,357

131,$927.72,425

437,"$1,325.47",9

344,$612.68,301

304,$221.16,158

14,$686.85,270

280,"$3,216.16",137

98,"$1,792.62",21

8,$426.16,260

406,"$1,778.98",317

23,$430.88,221

378,"$1,237.37",342

81,$242.37,122

76,"$1,570.47",346

92,"$5,657.51",43

290,"$1,267.46",189

63,"$1,478.72",445

470,$605.42,417

301,$819.75,171

209,"$1,745.98",248

314,"$3,963.04",264

142,"$1,748.99",431

17,"$1,331.11",5

355,"$1,999.58",346

34,"$1,716.31",301

462,$751.89,116

111,"$1,403.03",236

42,$692.37,38

261,$572.91,422

421,$223.39,421

201,$454.54,282

93,$433.94,36

486,"$4,921.77",447

300,"$1,692.98",321

446,"$1,202.49",117

342,$259.05,279

434,$717.66,106

177,$628.31,245

314,"$1,991.50",458

261,$560.82,166

55,$211.93,471

264,"$1,184.64",44

133,$489.05,145

315,"$2,259.11",423

342,$783.63,263

117,$289.24,2

301,"$2,546.86",486

252,$438.06,227

491,$121.61,25

304,$563.89,120

339,$469.68,318

62,"$1,854.73",391

134,"$4,893.53",157

476,"$1,173.85",150

426,$353.44,4

95,$908.60,433

12,$188.16,424

182,$547.19,467

70,$550.59,94

411,$337.20,329

272,"$1,214.52",462

390,$976.77,459

392,"$2,955.07",259

226,"$1,144.49",186

179,"$4,398.51",123

253,$976.60,381

119,"$2,828.81",108

205,$448.76,179

163,$85.52,110

295,$626.86,2

88,$110.88,57

440,$743.61,113

175,"$2,745.27",205

378,"$1,120.74",110

460,"$1,107.56",441

385,"$1,413.75",167

318,$226.85,137

53,$484.17,420

211,"$5,249.26",367

183,"$2,872.51",55

491,$513.52,379

459,$253.43,32

60,"$1,231.24",420

81,$650.76,4

200,$582.60,16

452,$421.41,314

187,"$1,555.56",91

98,$777.89,171

454,$249.04,19

17,$329.24,11

355,$872.02,251

419,"$2,791.32",445

292,$621.27,279

208,"$1,189.66",57

488,$662.44,188

344,"$1,020.95",206

246,$844.86,231

492,"$1,733.29",302

95,"$2,340.91",20

271,"$1,800.48",222

345,"$1,452.89",324

154,"$2,789.16",361

434,$310.58,82

255,"$2,870.76",60

89,"$3,638.77",87

248,"$4,674.57",420

366,"$2,875.77",113

162,"$1,183.06",204

30,$152.40,109

303,$681.95,490

499,$565.30,153

193,"$3,807.20",59

150,"$1,926.29",239

250,"$1,737.43",320

472,$399.63,123

9,$758.82,143

45,$685.57,254

345,"$1,768.97",112

44,"$1,132.37",26

341,$614.79,481

177,$240.75,434

456,"$1,827.73",481

318,$731.82,157

199,"$1,107.12",33

125,"$2,942.36",232

205,"$1,999.97",86

124,$930.06,439

383,"$2,211.05",304

168,"$1,236.19",73

102,"$1,705.77",444

429,"$1,962.69",308

394,$842.45,9

270,"$2,204.22",388

4,"$1,328.66",107

493,"$1,138.75",40

406,$506.76,16

366,$965.36,104

59,$647.37,177

256,"$2,750.00",430

318,$188.69,217

36,"$1,131.69",38

98,"$1,063.46",252

372,$65.81,414

258,"$3,692.28",248

416,"$4,062.59",116

236,$800.86,217

136,$533.84,81

303,"$4,985.30",318

424,"$1,080.06",127

492,$34.43,458

337,$469.70,80

247,"$1,714.07",415

205,"$1,972.08",157

170,"$2,614.03",392

422,"$3,637.39",387

462,"$2,027.20",369

170,$711.34,336

208,$898.06,66

319,"$1,384.09",96

287,$404.53,193

11,"$1,347.18",229

66,$259.20,293

259,"$1,137.54",142

394,"$1,669.89",432

452,$113.15,246

368,$174.12,174

420,"$1,056.68",375

184,$183.60,487

68,"$1,497.21",99

421,"$1,280.64",430

391,"$3,177.87",251

454,$546.29,408

293,"$6,202.26",123

487,$480.52,56

309,"$1,169.89",117

321,"$1,415.35",414

269,"$1,520.90",121

482,$251.80,305

159,$466.33,471

82,$421.31,322

487,$312.08,86

246,$532.87,447

441,"$1,341.08",51

35,"$2,504.86",37

415,$229.62,116

239,"$1,113.29",10

356,"$1,028.31",266

162,$489.82,125

366,"$1,017.90",421

215,"$2,312.41",236

486,"$1,156.30",244

55,"$4,098.55",486

59,$809.11,460

94,$858.69,307

97,$663.40,162

466,"$1,898.54",377

98,"$1,595.70",477

24,"$1,433.86",431

473,$606.32,419

4,$580.82,173

14,$720.33,62

346,$407.46,121

190,"$1,529.09",438

394,"$1,392.99",420

26,$215.87,179

61,"$1,252.21",450

488,"$1,633.03",498

158,$363.84,338

346,$497.91,275

320,"$2,658.72",73

36,"$2,174.43",264

121,$500.91,336

315,"$1,204.09",343

175,"$3,748.21",235

269,"$1,266.96",260

324,$788.71,50

100,"$3,577.21",111

160,"$7,605.40",60

122,$530.12,400

7,"$1,939.27",55

431,$227.05,293

99,$936.10,206

203,"$4,023.06",71

372,"$2,657.63",289

296,$665.18,94

252,"$1,417.33",421

308,$618.85,149

281,"$1,366.62",330

477,$755.99,68

455,"$2,101.33",238

358,$340.14,472

482,$867.63,68

313,$325.32,79

44,$569.16,119

176,$209.89,453

190,$503.13,403

300,"$1,336.02",141

299,$538.39,316

18,"$1,671.62",472

110,$393.41,137

317,$112.53,367

341,"$12,597.23",307

478,"$3,214.18",270

333,$537.85,220

92,$287.12,101

129,$953.70,106

357,"$3,134.48",57

422,"$5,557.62",65

302,"$6,920.12",218

93,"$1,082.61",386

450,"$2,118.00",442

90,$366.37,456

423,"$9,130.64",470

314,"$1,804.31",317

3,$303.24,225

51,"$2,248.98",232

2,"$3,736.95",126

307,$694.88,143

457,$535.20,148

174,$566.36,479

189,"$1,839.65",337

373,"$1,136.72",322

7,$91.57,74

105,$945.90,13

429,"$1,031.28",249

258,$901.34,194

103,"$21,021.60",304

165,$501.85,456

229,$824.55,340

6,$712.42,34

321,$383.68,355

22,"$2,689.41",234

171,"$4,179.00",490

132,$702.61,176

364,"$1,039.48",326

411,$354.14,492

80,"$2,288.70",111

58,$347.32,195

150,$935.78,170

461,$181.35,230

152,$429.48,118

449,$513.26,80

308,"$2,081.63",205

3,$421.90,453

91,"$1,660.29",449

135,$775.98,31

301,"$3,418.08",345

67,"$1,761.07",338

114,"$2,442.75",343

253,$700.94,428

360,"$2,238.63",47

68,$269.73,112

373,$211.87,302

300,"$3,201.70",246

499,"$2,921.58",496

135,$331.36,349

361,"$1,614.31",439

473,"$2,181.75",41

225,"$7,308.04",235

297,$323.07,492

466,"$1,169.11",293

74,$492.71,477

240,$938.64,388

438,"$1,458.63",451

421,"$2,502.05",470

154,$321.09,116

124,"$4,849.93",198

243,$165.17,463

262,$599.42,357

289,"$1,550.78",320

47,$554.14,452

38,$502.88,145

97,"$1,179.55",492

166,"$6,571.45",280

80,"$10,163.48",175

457,$819.45,296

90,"$1,215.46",26

349,$728.71,458

260,"$3,301.73",222

397,"$5,489.49",110

199,"$2,368.37",367

446,$878.87,307

233,"$1,587.83",262

313,"$2,949.83",243

213,$223.94,459

453,"$1,836.64",481

162,$409.57,308

110,"$2,306.91",400

171,"$3,009.53",115

52,$367.88,124

443,$464.23,137

163,"$1,212.85",103

207,"$2,387.39",275

121,"$4,046.82",459

214,$121.84,307

485,"$2,108.16",183

99,$439.40,24

71,"$3,003.82",134

454,"$1,634.66",135

432,$91.58,199

134,"$3,204.38",197

171,$765.28,352

55,"$4,539.52",466

356,$923.71,462

306,"$1,941.38",469

178,$232.44,482

245,$879.91,42

66,"$1,281.78",29

420,$185.57,27

288,$76.20,225

432,"$2,449.78",188

451,"$2,036.10",382

300,$268.20,11

18,$621.15,290

291,$655.19,452

163,"$1,533.42",382

28,$909.97,192

354,$999.96,10

50,$657.47,151

406,"$3,902.21",137

230,$998.49,43

202,"$5,719.04",132

436,$431.62,174

110,$817.81,137

5,$951.99,415

297,$318.17,397

428,"$2,565.41",63

77,"$3,497.88",301

358,"$3,359.16",11

124,"$1,964.19",219

235,$400.38,20

203,"$1,378.96",428

90,$959.28,121

449,"$1,986.42",67

121,"$1,193.85",464

283,$373.53,92

305,"$1,480.04",72

320,$492.21,35

85,$703.16,409

204,$464.39,246

491,$112.50,297

429,"$4,949.30",349

112,"$3,583.15",228

1,"$3,151.74",338

286,$727.49,361

165,"$1,404.85",45

163,$465.25,40

483,"$1,222.03",396

494,$863.96,278

154,$685.45,216

159,$302.38,60

381,"$5,797.40",227

330,$947.84,453

71,$252.58,139

391,$333.69,112

214,$968.22,140

217,$492.51,393

118,$963.56,266

256,"$1,873.46",160

419,"$2,799.30",148

485,"$3,889.07",113

200,"$2,194.78",3

465,"$2,308.04",180

48,$653.09,476

195,"$1,256.03",106

199,"$1,644.53",495

98,$557.41,51

368,$896.52,473

371,"$1,095.60",12

434,"$1,291.80",444

159,"$1,215.71",306

472,"$1,691.12",82

293,"$2,199.62",288

420,$908.65,377

468,$785.21,188

244,$198.30,149

354,$496.11,259

40,$754.31,89

54,$275.02,479

381,"$1,817.76",310

46,$252.02,14

376,"$2,070.73",393

129,$809.89,251

47,$283.95,343

463,$971.56,286

392,$343.27,60

220,"$1,098.41",32

389,"$1,826.74",88

77,$760.76,483

452,$879.34,128

466,$944.61,356

112,$800.61,275

239,"$3,675.82",472

212,$216.31,395

170,$835.69,219

430,"$2,253.90",484

109,$242.50,239

479,"$3,393.46",274

178,$643.41,254

484,"$1,093.11",283

329,$270.88,304

285,$930.14,480

213,$765.17,236

275,"$2,241.12",169

229,$522.48,60

181,$632.29,52

6,"$2,830.79",364

237,$710.11,385

57,"$3,959.82",265

303,"$6,557.15",10

41,$456.11,110

80,$400.32,450

392,"$3,379.41",375

294,"$1,079.73",389

295,"$1,670.41",497

230,"$2,656.36",293

336,$704.48,431

431,$653.91,226

174,"$3,424.96",87

462,"$1,743.67",85

37,"$2,636.09",122

80,"$1,085.93",118

349,$516.01,69

281,"$3,164.00",393

487,$324.99,103

178,"$1,165.61",472

306,$269.28,10

377,$657.78,492

167,"$4,672.76",303

445,$184.59,239

327,"$1,038.32",196

12,$600.74,356

113,$174.90,105

35,"$2,085.37",143

202,"$2,917.86",415

370,"$1,459.23",471

387,"$1,042.36",97

276,"$4,166.73",130

192,$239.01,127

414,"$1,564.48",359

307,"$3,786.58",202

69,"$2,156.99",92

47,"$3,778.41",418

229,"$1,313.86",313

412,$839.28,276

444,"$1,645.42",371

445,$136.10,434

27,"$2,424.01",431

301,"$2,336.44",421

290,$541.55,425

404,$714.81,316

368,$193.80,198

90,$812.87,469

11,$125.28,420

285,"$2,764.85",237

384,"$5,673.33",310

328,"$4,593.03",217

183,"$3,573.46",33

371,"$1,143.70",384

231,$211.75,137

479,$527.18,306

49,"$1,574.09",140

118,"$2,139.55",199

59,"$2,276.56",198

180,$959.19,298

451,$964.30,499

173,"$1,344.31",10

285,$848.32,416

43,"$4,417.73",221

264,"$1,397.18",318

124,"$1,992.84",161

35,"$2,158.48",228

250,$410.44,295

482,"$3,748.71",438

310,"$1,154.34",458

175,"$3,232.30",431

378,"$6,810.47",315

243,$766.18,107

402,$377.54,235

118,$905.95,164

107,"$10,767.21",368

137,"$1,576.17",163

71,$802.04,304

438,"$2,505.57",82

155,"$1,235.10",399

61,$430.23,122

230,"$3,685.60",309

146,$345.54,437

266,"$1,470.19",154

107,$611.08,498

74,$442.10,183

290,$742.89,179

464,$687.97,51

373,$845.48,239

315,"$1,611.41",465

239,"$3,984.77",356

204,"$1,514.79",6

173,$418.09,121

453,$227.40,341

378,"$1,332.34",251

144,$120.00,192

289,"$12,194.74",305

172,$886.76,248

26,$275.44,104

215,$149.39,76

126,"$1,697.07",64

245,"$1,401.65",145

200,"$1,735.37",345

391,"$3,349.60",441

412,"$1,602.97",56

407,$571.99,192

399,"$1,332.65",252

495,"$1,714.75",365

335,$779.98,35

217,"$1,083.69",87

99,$890.43,210

125,$131.26,466

370,"$1,846.55",289

264,$955.18,23

488,$304.28,422

49,"$1,522.80",236

155,$460.23,393

362,"$2,011.09",336

107,$955.43,56

373,"$11,901.07",420

110,$370.19,6

207,$508.88,344

49,"$3,859.52",201

112,"$1,010.80",403

66,$822.78,458

319,"$1,725.04",271

469,"$2,111.17",10

71,"$1,161.48",471

223,$155.05,128

387,$758.62,166

370,"$1,669.24",350

496,"$1,252.54",285

63,$52.33,34

402,"$1,059.11",95

165,$700.42,456

354,$739.43,396

49,$845.78,15

85,"$2,048.62",374

94,$751.26,319

303,$543.32,207

397,$189.93,217

105,$664.29,183

123,$635.71,78

433,"$2,321.97",376

258,$292.59,383

411,$812.35,469

110,$453.13,492

260,$812.76,12

11,"$1,058.39",183

148,$960.62,124

369,$802.09,14

358,$711.88,320

87,$717.46,383

301,$298.75,137

364,$519.43,356

382,"$1,805.38",160

483,$536.25,252

495,$264.28,409

451,$843.48,464

374,$244.66,312

100,"$3,641.73",434

375,"$2,256.92",121

287,"$1,588.04",303

451,$491.95,242

460,$825.65,308

391,"$1,332.96",314

381,"$1,268.31",175

373,$976.37,307

476,$532.58,415

82,$152.96,410

329,$245.68,221

251,$928.17,291

283,"$1,602.63",231

324,$940.10,169
